Business_Name,Address Line 1,Address Line 2,Address Line 3,Address_Line_4,Town,County,Post Code,UPRN,Zone Description,Resident RP,Visitor VP,Essential Visitor EVP,Business BP,Additional Info,,,,,,,,,,,,,,,,,,,,,,,,
,25 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321379,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,27 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321381,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,29 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321383,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,31 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321385,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,33 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321387,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,35 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321389,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,37 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321391,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,39 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321393,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,41 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321395,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,43 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321397,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,45 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321399,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,47 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321401,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,49 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321403,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,51 Fisher Road,,,,Newton Abbot,,TQ12 2NA,100040321405,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321356,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321358,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321360,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321362,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321364,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321366,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321368,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321370,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321372,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321374,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,22 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321376,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,24 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321378,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,26 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321380,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,28 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321382,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,30 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321384,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,32 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321386,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,34 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321388,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,36 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321390,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,38 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321392,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,40 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321394,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,42 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321396,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,44 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321398,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,46 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321400,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,48 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321402,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,50 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321404,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,52 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321406,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,54 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321407,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,56 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321408,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,58 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321409,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,60 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321410,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,62 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321411,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,64 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321412,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,66 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321413,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,68 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321414,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,70 Fisher Road,,,,Newton Abbot,,TQ12 2NB,100040321415,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16a Fisher Road,,,,Newton Abbot,,TQ12 2NB,100041191057,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335837,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335838,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335839,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335840,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335841,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335842,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335843,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335844,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335845,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335846,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Great Gable,21 Waverley Road,,,Newton Abbot,,TQ12 2ND,100040335847,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,23 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335848,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,25 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335849,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,27 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335850,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,29 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335851,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,31 Waverley Road,,,,Newton Abbot,,TQ12 2ND,100040335852,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Waverley House,Waverley Road,,,Newton Abbot,,TQ12 2ND,100040335853,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Westholme,Waverley Road,,,Newton Abbot,,TQ12 2ND,100041191058,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,17a Waverley Road,,,,Newton Abbot,,TQ12 2ND,100041191059,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,30 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329518,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,32 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329520,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,34 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329522,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,36 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329524,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,38 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329525,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,40 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329526,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,42 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329528,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,44 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329530,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,46 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329532,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,48 Old Exeter Road,,,,Newton Abbot,,TQ12 2NE,100040329534,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,28 Old Exeter Road,,,,Newton Abbot,,TQ12 2NF,100041190934,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Thurlestone Road,,,,Newton Abbot,,TQ12 2NJ,100040334761,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Thurlestone Road,,,,Newton Abbot,,TQ12 2NJ,100040334762,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Thurlestone Road,,,,Newton Abbot,,TQ12 2NJ,100040334763,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Thurlestone Road,,,,Newton Abbot,,TQ12 2NJ,100040334764,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Milton Road,,,,Newton Abbot,,TQ12 2NL,100040328036,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2a Milton Road,,,,Newton Abbot,,TQ12 2NL,100040328038,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Milton Road,,,,Newton Abbot,,TQ12 2NL,100040328039,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Milton Road,,,,Newton Abbot,,TQ12 2NL,100040328040,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Milton Road,,,,Newton Abbot,,TQ12 2NL,100040328041,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Milton Road,,,,Newton Abbot,,TQ12 2NL,100040328042,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Milton Road,,,,Newton Abbot,,TQ12 2NL,100041190976,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,2 Milton Road,,,Newton Abbot,,TQ12 2NL,100040328037,Newton Abbot C,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,1 Chelston Road,,,Newton Abbot,,TQ12 2NN,100040317132,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,1 Chelston Road,,,Newton Abbot,,TQ12 2NN,100040317133,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317134,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317135,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317136,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317137,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317138,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317139,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317140,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317141,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317142,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317143,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317144,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317145,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,19 Chelston Road,,,Newton Abbot,,TQ12 2NN,100040317146,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,19 Chelston Road,,,Newton Abbot,,TQ12 2NN,100040317147,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317148,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,23 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317149,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,25 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317150,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,27 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317151,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,29 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317152,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,31 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317153,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,33 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317154,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,35 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317155,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,37 Chelston Road,,,Newton Abbot,,TQ12 2NN,100040317156,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,37 Chelston Road,,,Newton Abbot,,TQ12 2NN,100040317157,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,39 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317158,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,41 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317159,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,43 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317160,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,45 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317161,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,47 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317162,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,49 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100040317163,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat A,51 Chelston Road,,,Newton Abbot,,TQ12 2NN,100040317164,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat B,51 Chelston Road,,,Newton Abbot,,TQ12 2NN,100040317165,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat C,51 Chelston Road,,,Newton Abbot,,TQ12 2NN,100040317166,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100041190977,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100041190978,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,37 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100041190979,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,51 Chelston Road,,,,Newton Abbot,,TQ12 2NN,100041236580,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,39 Chelston Road,,,Newton Abbot,,TQ12 2NN,10032972177,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Bury Road,,,,Newton Abbot,,TQ12 2NP,100040316483,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Bury Road,,,,Newton Abbot,,TQ12 2NP,100040316484,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Bury Road,,,,Newton Abbot,,TQ12 2NP,100040316485,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Bury Road,,,,Newton Abbot,,TQ12 2NP,100040316486,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Bury Road,,,,Newton Abbot,,TQ12 2NP,100040316487,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,5 Bury Road,,,Newton Abbot,,TQ12 2NP,10032976476,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,5 Bury Road,,,Newton Abbot,,TQ12 2NP,200002929353,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 3,5 Bury Road,,,Newton Abbot,,TQ12 2NP,200002929354,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 4,5 Bury Road,,,Newton Abbot,,TQ12 2NP,200002929355,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322397,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322398,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,First Floor Flat,3 Garston Avenue,,,Newton Abbot,,TQ12 2NR,100040322400,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322401,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322402,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322404,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322405,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322406,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322407,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322408,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322409,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322410,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322411,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322412,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322413,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322414,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322415,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322416,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322417,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322418,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322419,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,22 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322420,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,23 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322421,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,24 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322422,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,26 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322425,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,27 Garston Avenue,,,,Newton Abbot,,TQ12 2NR,100040322426,Newton Abbot C,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
