Business_Name,Address Line 1,Address Line 2,Address Line 3,Address_Line_4,Town,County,Post Code,UPRN,Zone Description,Resident RP,Visitor VP,Essential Visitor EVP,Business BP,Additional Info,,,,,,,,,,,,,,,,,,,,,,,,
,44 Knights Crescent,,,,Exeter,,EX2 7TG,100040220061,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,45 Knights Crescent,,,,Exeter,,EX2 7TG,100040220062,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,46 Knights Crescent,,,,Exeter,,EX2 7TG,100040220063,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,47 Knights Crescent,,,,Exeter,,EX2 7TG,100040220064,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,48 Knights Crescent,,,,Exeter,,EX2 7TG,100040220065,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,49 Knights Crescent,,,,Exeter,,EX2 7TG,100040220066,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,50 Knights Crescent,,,,Exeter,,EX2 7TG,100040220067,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,51 Knights Crescent,,,,Exeter,,EX2 7TG,100040220068,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,52 Knights Crescent,,,,Exeter,,EX2 7TG,100040220069,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,53 Knights Crescent,,,,Exeter,,EX2 7TG,100040220070,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,54 Knights Crescent,,,,Exeter,,EX2 7TG,100040220071,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,55 Knights Crescent,,,,Exeter,,EX2 7TG,100040220072,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,56 Knights Crescent,,,,Exeter,,EX2 7TG,100040220073,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,57 Knights Crescent,,,,Exeter,,EX2 7TG,100040220074,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,58 Knights Crescent,,,,Exeter,,EX2 7TG,100040220075,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,59 Knights Crescent,,,,Exeter,,EX2 7TG,100040220076,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,60 Knights Crescent,,,,Exeter,,EX2 7TG,100040220077,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,61 Knights Crescent,,,,Exeter,,EX2 7TG,100040220078,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,62 Knights Crescent,,,,Exeter,,EX2 7TG,100040220079,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036027,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036028,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036029,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036030,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036031,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036032,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036033,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036034,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036035,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036036,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036037,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036038,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Apple Farm Grange,,,,Exeter,,EX2 7TH,10013036039,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Russell Walk,,,,Exeter,,EX2 7TN,10013049674,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Russell Walk,,,,Exeter,,EX2 7TN,10013049675,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Russell Walk,,,,Exeter,,EX2 7TN,10013049676,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Russell Walk,,,,Exeter,,EX2 7TN,10013049677,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Russell Walk,,,,Exeter,,EX2 7TN,10013049678,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Russell Walk,,,,Exeter,,EX2 7TN,10013049679,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Russell Walk,,,,Exeter,,EX2 7TN,10013049680,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Russell Walk,,,,Exeter,,EX2 7TN,10013049681,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Russell Walk,,,,Exeter,,EX2 7TN,10013049682,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Russell Walk,,,,Exeter,,EX2 7TN,10013049683,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Russell Walk,,,,Exeter,,EX2 7TN,10013049684,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Russell Walk,,,,Exeter,,EX2 7TN,10013049685,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Russell Walk,,,,Exeter,,EX2 7TN,10013049686,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Russell Walk,,,,Exeter,,EX2 7TN,10013049687,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Russell Walk,,,,Exeter,,EX2 7TN,10013049688,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Russell Walk,,,,Exeter,,EX2 7TN,10013049689,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 Russell Walk,,,,Exeter,,EX2 7TN,10013049690,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 Russell Walk,,,,Exeter,,EX2 7TN,10013049691,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 Russell Walk,,,,Exeter,,EX2 7TN,10013049692,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 Russell Walk,,,,Exeter,,EX2 7TN,10013049693,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 Russell Walk,,,,Exeter,,EX2 7TN,10013049694,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,22 Russell Walk,,,,Exeter,,EX2 7TN,10013049695,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,23 Russell Walk,,,,Exeter,,EX2 7TN,10013049696,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,24 Russell Walk,,,,Exeter,,EX2 7TN,10013049697,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,25 Russell Walk,,,,Exeter,,EX2 7TN,10013049698,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,26 Russell Walk,,,,Exeter,,EX2 7TN,10013049699,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,27 Russell Walk,,,,Exeter,,EX2 7TN,10013049700,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,28 Russell Walk,,,,Exeter,,EX2 7TN,10013049701,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,29 Russell Walk,,,,Exeter,,EX2 7TN,10013049702,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,30 Russell Walk,,,,Exeter,,EX2 7TN,10013049703,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,31 Russell Walk,,,,Exeter,,EX2 7TN,10013049704,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,32 Russell Walk,,,,Exeter,,EX2 7TN,10013049705,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,33 Russell Walk,,,,Exeter,,EX2 7TN,10013049706,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,34 Russell Walk,,,,Exeter,,EX2 7TN,10013049707,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,35 Russell Walk,,,,Exeter,,EX2 7TN,10013049708,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,36 Russell Walk,,,,Exeter,,EX2 7TN,10013049709,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,37 Russell Walk,,,,Exeter,,EX2 7TN,10013049710,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,38 Russell Walk,,,,Exeter,,EX2 7TN,10013049711,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,39 Russell Walk,,,,Exeter,,EX2 7TN,10013049712,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,40 Russell Walk,,,,Exeter,,EX2 7TN,10013049713,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,41 Russell Walk,,,,Exeter,,EX2 7TN,10013049714,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,42 Russell Walk,,,,Exeter,,EX2 7TN,10013049715,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,43 Russell Walk,,,,Exeter,,EX2 7TN,10013049716,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,44 Russell Walk,,,,Exeter,,EX2 7TN,10013049717,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,45 Russell Walk,,,,Exeter,,EX2 7TN,10013049718,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,46 Russell Walk,,,,Exeter,,EX2 7TN,10013049719,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,47 Russell Walk,,,,Exeter,,EX2 7TN,10013049720,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,48 Russell Walk,,,,Exeter,,EX2 7TN,10013049721,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,49 Russell Walk,,,,Exeter,,EX2 7TN,10013049722,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,50 Russell Walk,,,,Exeter,,EX2 7TN,10013049723,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,51 Russell Walk,,,,Exeter,,EX2 7TN,10013049724,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,52 Russell Walk,,,,Exeter,,EX2 7TN,10013049725,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,53 Russell Walk,,,,Exeter,,EX2 7TN,10013049726,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,54 Russell Walk,,,,Exeter,,EX2 7TN,10013049727,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,55 Russell Walk,,,,Exeter,,EX2 7TN,10013049728,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,56 Russell Walk,,,,Exeter,,EX2 7TN,10013049729,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,57 Russell Walk,,,,Exeter,,EX2 7TN,10013049730,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,58 Russell Walk,,,,Exeter,,EX2 7TN,10013049731,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,59 Russell Walk,,,,Exeter,,EX2 7TN,10013049732,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,60 Russell Walk,,,,Exeter,,EX2 7TN,10013049733,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,61 Russell Walk,,,,Exeter,,EX2 7TN,10013049734,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,62 Russell Walk,,,,Exeter,,EX2 7TN,10013049735,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,63 Russell Walk,,,,Exeter,,EX2 7TN,10013049736,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,64 Russell Walk,,,,Exeter,,EX2 7TN,10013049737,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,65 Russell Walk,,,,Exeter,,EX2 7TN,10013049738,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,66 Russell Walk,,,,Exeter,,EX2 7TN,10013049739,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,67 Russell Walk,,,,Exeter,,EX2 7TN,10013049740,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,68 Russell Walk,,,,Exeter,,EX2 7TN,10013049741,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,69 Russell Walk,,,,Exeter,,EX2 7TN,10013049742,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,70 Russell Walk,,,,Exeter,,EX2 7TN,10013049743,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,71 Russell Walk,,,,Exeter,,EX2 7TN,10013049744,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,72 Russell Walk,,,,Exeter,,EX2 7TN,10013049745,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,73 Russell Walk,,,,Exeter,,EX2 7TN,10013049746,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,74 Russell Walk,,,,Exeter,,EX2 7TN,10013049747,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,75 Russell Walk,,,,Exeter,,EX2 7TN,10013049748,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,76 Russell Walk,,,,Exeter,,EX2 7TN,10013049749,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,77 Russell Walk,,,,Exeter,,EX2 7TN,10013049750,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,78 Russell Walk,,,,Exeter,,EX2 7TN,10013049751,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,79 Russell Walk,,,,Exeter,,EX2 7TN,10013049752,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,80 Russell Walk,,,,Exeter,,EX2 7TN,10013049753,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,81 Russell Walk,,,,Exeter,,EX2 7TN,10013049754,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,82 Russell Walk,,,,Exeter,,EX2 7TN,10013049755,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,83 Russell Walk,,,,Exeter,,EX2 7TN,10013049756,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,84 Russell Walk,,,,Exeter,,EX2 7TN,10013049757,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,85 Russell Walk,,,,Exeter,,EX2 7TN,10013049758,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,86 Russell Walk,,,,Exeter,,EX2 7TN,10013049759,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,87 Russell Walk,,,,Exeter,,EX2 7TN,10013049760,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,88 Russell Walk,,,,Exeter,,EX2 7TN,10013049761,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,89 Russell Walk,,,,Exeter,,EX2 7TN,10013049762,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,90 Russell Walk,,,,Exeter,,EX2 7TN,10013049763,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,91 Russell Walk,,,,Exeter,,EX2 7TN,10013049764,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,92 Russell Walk,,,,Exeter,,EX2 7TN,10013049765,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Clyst Halt Avenue,,,,Exeter,,EX2 7TQ,100040208327,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Clyst Halt Avenue,,,,Exeter,,EX2 7TQ,100040208328,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Clyst Halt Avenue,,,,Exeter,,EX2 7TQ,100040208329,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Clyst Halt Avenue,,,,Exeter,,EX2 7TQ,100040208330,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Clyst Halt Avenue,,,,Exeter,,EX2 7TQ,100040208331,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Clyst Halt Avenue,,,,Exeter,,EX2 7TQ,100040208332,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038735,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038736,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038737,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038738,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038739,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038740,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038741,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038742,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038743,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038744,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038745,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038746,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038747,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038748,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038749,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Old Rydon Ley,,,,Exeter,,EX2 7UA,10013038750,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Highfield Farm,Clyst Road,,,Exeter,,EX3 0BY,100040208333,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Hayloft Highfield Farm,Clyst Road,,,Exeter,,EX3 0BY,100041135971,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Green Barn,Clyst Road,,,Exeter,,EX3 0BY,10023120493,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100040208366,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100040208367,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100040208368,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100040208369,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100040208370,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100040208371,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100040208372,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100040208373,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100040208374,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Crickets,Towerfield,Clyst Road,,Exeter,,EX3 0BZ,100041135929,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Towerfield,Clyst Road,,,Exeter,,EX3 0BZ,100041225931,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Towerfield,10 Clyst Road,,,Exeter,,EX3 0BZ,10013042209,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Crickets,Clyst Road,,,Exeter,,EX3 0BZ,10013047975,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208336,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208337,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208338,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208339,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,22 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208340,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,24 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208341,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,26 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208342,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,28 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208343,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,30 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208344,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,32 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208345,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,34 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208346,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,36 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208347,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,38 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208348,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,40 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208349,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,42 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208350,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,44 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208351,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
